,Title,Released,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations
84,Urban Legends: Final Cut,"Sep 22, 2000","[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '16/100'}]",1 win & 1 nomination.,R,97 min,"Horror, Mystery, Thriller",16,4.3,"15,349",tt0192731,
85,Wonder Boys,"Feb 23, 2000","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",Won 1 Oscar. Another 20 wins & 46 nominations.,R,107 min,"Comedy, Drama",73,7.3,"59,648",tt0185014,46
86,The Ninth Gate,"Mar 10, 2000","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",1 win & 4 nominations.,R,133 min,"Mystery, Thriller",44,6.7,"157,534",tt0142688,4
87,Red Planet,"Nov 10, 2000","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",1 nomination.,PG-13,106 min,"Action, Sci-Fi, Thriller",34,5.7,"53,623",tt0199753,
88,Small Time Crooks,"May 19, 2000","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,PG,94 min,"Comedy, Crime",69,6.7,"35,497",tt0196216,3
89,Center Stage,"May 12, 2000","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",1 win.,PG-13,115 min,"Drama, Music, Romance",52,6.7,"18,029",tt0210616,
90,Lost Souls,"Oct 13, 2000","[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '16/100'}]",2 nominations.,R,97 min,"Drama, Horror, Thriller",16,4.8,"10,159",tt0160484,2
91,Eye of the Beholder,"Jan 28, 2000","[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",1 win.,R,109 min,"Drama, Mystery, Thriller",29,5.1,"14,183",tt0120662,
92,Thomas and the Magic Railroad,"Jul 26, 2000","[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",2 nominations.,G,85 min,"Adventure, Comedy, Drama, Family, Fantasy",19,4.0,"3,534",tt0205461,2
93,All the Pretty Horses,"Dec 22, 2000","[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",Nominated for 1 Golden Globe. Another 2 wins & 13 nominations.,PG-13,116 min,"Drama, Romance, Western",55,5.8,"12,565",tt0149624,13
94,Loser,"Jul 21, 2000","[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",1 nomination.,PG-13,98 min,"Comedy, Romance",35,5.3,"25,661",tt0217630,
95,Drowning Mona,"Mar 3, 2000","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",1 nomination.,PG-13,96 min,"Comedy, Crime, Mystery",25,5.7,"12,824",tt0186045,
96,Bait,"Sep 15, 2000","[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}]",N/A,R,93 min,"Action, Adventure, Drama, Horror, Thriller",N/A,5.2,"15,351",tt1438173,
97,Dungeons and Dragons,"Dec 8, 2000","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",N/A,N/A,N/A,Documentary,N/A,6.9,89,tt0305797,
98,The Next Best Thing,"Mar 3, 2000","[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",3 wins & 10 nominations.,PG-13,108 min,"Comedy, Drama, Romance",25,4.6,"10,475",tt0156841,10
99,Harry Potter and the Sorcerer’s Stone,"Nov 16, 2001","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",Nominated for 3 Oscars. Another 17 wins & 65 nominations.,PG,152 min,"Adventure, Family, Fantasy",64,7.6,"594,741",tt0241527,65
100,The Lord of the Rings: The Fellowship of the Ring,"Dec 19, 2001","[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",Won 4 Oscars. Another 115 wins & 124 nominations.,PG-13,178 min,"Adventure, Drama, Fantasy",92,8.8,"1,568,706",tt0120737,124
101,"Monsters, Inc.","Nov 2, 2001","[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",Won 1 Oscar. Another 14 wins & 38 nominations.,G,92 min,"Animation, Adventure, Comedy, Family, Fantasy",79,8.0,"770,513",tt0198781,38
102,Shrek,"May 18, 2001","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",Won 1 Oscar. Another 38 wins & 60 nominations.,PG,90 min,"Animation, Adventure, Comedy, Family, Fantasy",84,7.8,"584,108",tt0126029,60
103,Rush Hour 2,"Aug 3, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",10 wins & 22 nominations.,PG-13,90 min,"Action, Comedy, Crime, Thriller",48,6.6,"191,265",tt0266915,22
104,The Mummy Returns,"May 4, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",6 wins & 16 nominations.,PG-13,130 min,"Action, Adventure, Fantasy, Thriller",48,6.3,"289,983",tt0209163,16
105,Pearl Harbor,"May 25, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",Won 1 Oscar. Another 13 wins & 51 nominations.,PG-13,183 min,"Action, Drama, History, Romance, War",44,6.2,"300,679",tt0213149,51
106,Ocean's Eleven,"Dec 7, 2001","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",4 wins & 20 nominations.,PG-13,116 min,"Crime, Thriller",74,7.8,"488,582",tt0240772,20
107,Jurassic Park III,"Jul 18, 2001","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",5 wins & 15 nominations.,PG-13,92 min,"Action, Adventure, Sci-Fi, Thriller",42,5.9,"283,823",tt0163025,15
108,Planet of the Apes,"Jul 27, 2001","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",Nominated for 2 BAFTA Film Awards. Another 11 wins & 27 nominations.,PG-13,119 min,"Action, Adventure, Sci-Fi, Thriller",50,5.7,"204,918",tt0133152,27
109,A Beautiful Mind,"Dec 21, 2001","[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Won 4 Oscars. Another 33 wins & 68 nominations.,PG-13,135 min,"Biography, Drama",72,8.2,"797,727",tt0268978,68
110,Hannibal,"Feb 9, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",8 wins & 16 nominations.,R,131 min,"Crime, Drama, Thriller",57,6.8,"243,108",tt0212985,16
111,American Pie 2,"Aug 10, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",8 wins & 6 nominations.,R,108 min,Comedy,43,6.4,"230,139",tt0252866,6
112,The Fast and the Furious,"Jun 22, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",11 wins & 12 nominations.,PG-13,106 min,"Action, Crime, Thriller",58,6.8,"329,832",tt0232500,12
113,Lara Croft: Tomb Raider,"Jun 15, 2001","[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",4 wins & 17 nominations.,PG-13,100 min,"Action, Adventure, Fantasy, Thriller",33,5.8,"190,119",tt0146316,17
114,Dr. Dolittle 2,"Jun 22, 2001","[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",3 wins & 6 nominations.,PG,87 min,"Comedy, Family, Fantasy",49,4.7,"40,108",tt0240462,6
115,Spy Kids,"Mar 30, 2001","[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",2 wins & 10 nominations.,PG,88 min,"Action, Adventure, Comedy, Family, Sci-Fi",71,5.4,"103,070",tt0227538,10
116,Black Hawk Down,"Dec 28, 2001","[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",Won 2 Oscars. Another 9 wins & 37 nominations.,R,144 min,"Drama, History, War",74,7.7,"348,162",tt0265086,37
117,The Princess Diaries,"Aug 3, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",2 wins & 11 nominations.,G,111 min,"Comedy, Family, Romance",52,6.3,"120,521",tt0247638,11
118,Vanilla Sky,"Dec 14, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",Nominated for 1 Oscar. Another 5 wins & 33 nominations.,R,136 min,"Fantasy, Mystery, Romance, Sci-Fi, Thriller",45,6.9,"239,063",tt0259711,33
119,The Others,"Aug 10, 2001","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",Nominated for 1 Golden Globe. Another 29 wins & 51 nominations.,PG-13,104 min,"Horror, Mystery, Thriller",74,7.6,"322,509",tt0230600,51
120,Legally Blonde,"Jul 13, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",Nominated for 2 Golden Globes. Another 6 wins & 10 nominations.,PG-13,96 min,"Comedy, Romance",59,6.3,"173,057",tt0250494,10
121,America's Sweethearts,"Jul 20, 2001","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",1 win & 2 nominations.,PG-13,102 min,"Comedy, Romance",44,5.7,"53,159",tt0265029,2
122,Cats & Dogs,"Jul 4, 2001","[{'Source': 'Internet Movie Database', 'Value': '2.8/10'}, {'Source': 'Metacritic', 'Value': '32/100'}]",Nominated for 1 Golden Globe. Another 3 wins & 10 nominations.,PG,110 min,"Comedy, Drama, Family, Fantasy, Musical",32,2.8,"26,345",tt5697572,10
123,Atlantis: The Lost Empire,"Jun 8, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",2 wins & 14 nominations.,PG,95 min,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi",52,6.9,"96,674",tt0230011,14
124,Jimmy Neutron: Boy Genius,"Dec 21, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",Nominated for 1 Oscar. Another 5 nominations.,G,82 min,"Animation, Action, Adventure, Comedy, Family, Sci-Fi",65,6.0,"29,102",tt0268397,5
125,A.I. Artificial Intelligence,"Jun 29, 2001","[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",Nominated for 2 Oscars. Another 17 wins & 68 nominations.,PG-13,146 min,"Drama, Sci-Fi",65,7.2,"280,563",tt0212720,68
126,Training Day,"Oct 5, 2001","[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Won 1 Oscar. Another 17 wins & 23 nominations.,R,122 min,"Crime, Drama, Thriller",69,7.7,"368,439",tt0139654,23
127,Along Came a Spider,"Apr 6, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",1 win & 1 nomination.,R,104 min,"Drama, Thriller",42,6.4,"71,463",tt0164334,
128,Bridget Jones's Diary,"Apr 13, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",Nominated for 1 Oscar. Another 8 wins & 29 nominations.,R,97 min,"Comedy, Drama, Romance",66,6.7,"213,184",tt0243155,29
129,Scary Movie 2,"Jul 4, 2001","[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",3 wins & 4 nominations.,R,83 min,Comedy,29,5.3,"143,092",tt0257106,4
130,The Score,"Jul 13, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",1 win & 1 nomination.,R,124 min,"Crime, Drama, Thriller",71,6.8,"116,016",tt0227445,
131,Shallow Hal,"Nov 9, 2001","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",3 nominations.,PG-13,114 min,"Comedy, Drama, Fantasy, Romance",48,5.9,"123,148",tt0256380,3
132,Swordfish,"Jun 8, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",5 wins & 8 nominations.,R,99 min,"Action, Crime, Thriller",32,6.5,"171,408",tt0244244,8
133,The Mexican,"Mar 2, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",3 wins & 1 nomination.,R,123 min,"Adventure, Comedy, Crime, Romance",43,6.1,"99,356",tt0236493,
134,Down to Earth,"Feb 16, 2001","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",3 nominations.,PG-13,87 min,"Comedy, Fantasy",32,5.5,"20,981",tt0231775,3
135,Spy Game,"Nov 21, 2001","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",3 nominations.,R,126 min,"Action, Crime, Thriller",63,7.1,"139,105",tt0266987,3
136,The Wedding Planner,"Jan 26, 2001","[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Metacritic', 'Value': '33/100'}]",2 wins & 6 nominations.,PG-13,103 min,"Comedy, Romance",33,5.3,"72,530",tt0209475,6
137,Behind Enemy Lines,"Nov 30, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",1 win & 2 nominations.,PG-13,106 min,"Action, Drama, Thriller, War",49,6.4,"96,122",tt0159273,2
138,Ali,"Dec 25, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",Nominated for 2 Oscars. Another 10 wins & 25 nominations.,R,157 min,"Biography, Drama, Sport",65,6.8,"89,891",tt0248667,25
139,Moulin Rouge,"May 18, 2001","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}]",Won 2 Oscars. Another 4 wins & 10 nominations.,Not Rated,119 min,"Biography, Drama, Music, Romance",N/A,7.1,"4,703",tt0044926,10
140,Rat Race,"Aug 17, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",3 nominations.,PG-13,112 min,"Adventure, Comedy",52,6.4,"104,914",tt0250687,3
141,A Knight’s Tale,"May 11, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",4 wins & 10 nominations.,PG-13,132 min,"Action, Adventure, Romance",56,6.9,"162,160",tt0183790,10
142,The Animal,"Jun 1, 2001","[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",5 nominations.,PG-13,84 min,"Comedy, Sci-Fi",43,4.8,"54,871",tt0255798,5
143,Blow,"Apr 6, 2001","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",3 wins & 9 nominations.,R,124 min,"Biography, Crime, Drama",52,7.6,"230,420",tt0221027,9
144,The Royal Tenenbaums,"Dec 14, 2001","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",Nominated for 1 Oscar. Another 10 wins & 45 nominations.,R,110 min,"Comedy, Drama",76,7.6,"252,691",tt0265666,45
145,Exit Wounds,"Mar 16, 2001","[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",4 nominations.,R,101 min,"Action, Crime, Thriller",39,5.6,"31,031",tt0242445,4
146,Enemy at the Gates,"Mar 16, 2001","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",4 nominations.,R,131 min,"Drama, History, War",53,7.6,"230,484",tt0215750,4
147,K-PAX,"Aug 13, 2001","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",3 nominations.,PG-13,120 min,"Drama, Sci-Fi",49,7.4,"169,981",tt0272152,3
148,Serendipity,"Oct 5, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",3 nominations.,PG-13,90 min,"Comedy, Romance",52,6.9,"99,940",tt0240890,3
149,Kate & Leopold,"Dec 25, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",Nominated for 1 Oscar. Another 1 win & 4 nominations.,PG-13,118 min,"Comedy, Fantasy, Romance",44,6.4,"76,010",tt0035423,4
150,Domestic Disturbance,"Nov 2, 2001","[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",1 win & 3 nominations.,PG-13,89 min,"Crime, Mystery, Thriller",29,5.6,"23,688",tt0249478,3
151,Zoolander,"Sep 28, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",1 win & 11 nominations.,PG-13,90 min,Comedy,61,6.5,"237,593",tt0196229,11
152,The One,"Nov 2, 2001","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",4 nominations.,PG-13,87 min,"Action, Sci-Fi, Thriller",25,5.9,"86,707",tt0267804,4
153,Bandits,"Oct 12, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",Nominated for 2 Golden Globes. Another 4 wins & 5 nominations.,PG-13,123 min,"Comedy, Crime, Drama, Romance",60,6.5,"63,446",tt0219965,5
154,Gosford Park,"Dec 26, 2001","[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",Won 1 Oscar. Another 35 wins & 73 nominations.,R,131 min,"Comedy, Drama, Mystery",90,7.2,"76,110",tt0280707,73
155,Heartbreakers,"Mar 23, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",4 nominations.,PG-13,123 min,"Comedy, Crime, Romance",47,6.2,"49,737",tt0125022,4
156,I Am Sam,"Dec 28, 2001","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",Nominated for 1 Oscar. Another 8 wins & 11 nominations.,PG-13,132 min,Drama,28,7.6,"138,307",tt0277027,11
157,Hardball,"Sep 14, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",2 nominations.,PG-13,106 min,"Drama, Sport",48,6.4,"26,985",tt0180734,2
158,Evolution,"Jun 8, 2001","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",2 nominations.,PG-13,101 min,"Comedy, Sci-Fi",40,6.1,"115,453",tt0251075,2
159,Not Another Teen Movie,"Dec 14, 2001","[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",5 nominations.,R,89 min,Comedy,32,5.7,"93,015",tt0277371,5
