Unnamed: 0,Released,Title,Source,Production Budget,Opening Weekend Revenue,Domestic Box Office,Infl. Adj. Dom. Box Office,International Box Office,Worldwide Box Office,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations,trailer ids,max viewcount,Infl. Adj. Production Budget,Infl. Adj. International Box Office,Infl. Adj. Worldwide Box Office,Infl. Adj. Opening Weekend Revenue,Genre
47,"Nov 10, 2000",Men of Honor,Based on Real Life Events,32000000,13339465,48814909,82400333,33524574,82339483,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",11 nominations.,R,129 min,"Biography, Drama",56.0,7.2,"103,306",tt0203019,11.0,['vAgspe-gUac'],200807.0,54016502,56590007,138990340,22517226,Drama
48,"Feb 11, 2000",The Tigger Movie,Spin-Off,20000000,9427532,45542421,76974289,50605267,96147688,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",4 nominations.,G,77 min,"Animation, Comedy, Drama, Family, Musical",53.0,6.3,"16,275",tt0220099,4.0,"['S9V6WJniZKQ', 'Lssr92pk_9I']",119446.0,33803336,85531343,162505632,15934101,Animation
49,"Dec 22, 2000","O Brother, Where Art Thou?",Based on Folk Tale/Legend/Fairytale,26000000,195104,45506619,73400882,30257195,75763814,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Nominated for 2 Oscars. Another 7 wins & 36 nominations.,PG-13,107 min,"Adventure, Comedy, Crime, Music",69.0,7.7,"271,610",tt0190590,36.0,['G7nNDKrTrag'],16017.0,41937260,48803994,122204876,314697,Action
50,"Apr 28, 2000",Frequency,Original Screenplay,31000000,9025584,44983704,76029965,23095967,68079671,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",Nominated for 1 Golden Globe. Another 2 wins & 7 nominations.,PG-13,118 min,"Crime, Drama, Mystery, Sci-Fi, Thriller",67.0,7.3,"96,863",tt0186151,7.0,"['i6VQxn6HK_c', 'dMD1ZsyHRHA', 'WgY7peh0b_8']",331161.0,52395172,39036037,115066002,15254742,Crime
51,"Aug 11, 2000",The Replacements,Original Screenplay,50000000,11039214,44737059,75613091,5317452,50054511,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",,PG-13,118 min,"Comedy, Sport",30.0,6.6,"55,975",tt0191397,,['Ivh1DoSVfyo'],8857.0,84508339,8987380,84600471,18658112,Comedy
52,"Jul 21, 2000",Pokemon 2000,Based on TV,30000000,19575608,43746923,73939602,90200000,133946923,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",,,30 min,,,8.1,43,tt0382918,,['3uwx7tnwdCw'],189719.0,50705007,152453055,226392657,33086045,
53,"Feb 11, 2000",The Beach,Based on Fiction Book/Short Story,50000000,15277921,39778599,67232474,0,39778599,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",7 nominations.,R,119 min,"Adventure, Drama, Romance, Thriller",43.0,6.7,"214,377",tt0163978,7.0,"['mwbLivFNZok', 'uTDVnwwQNTw']",571311.0,84508348,0,67232474,25822237,Drama
54,"Nov 10, 2000",Little Nicky,Original Screenplay,80000000,16063904,39442871,66617112,18827520,58270391,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",1 win & 12 nominations.,PG-13,90 min,"Comedy, Fantasy",38.0,5.3,"93,910",tt0185431,12.0,['_0jhAYDiFwo'],529383.0,135116152,31798775,98415887,27131161,Comedy
55,"Feb 18, 2000",Pitch Black,Original Screenplay,23000000,14015741,39235088,66313849,13947000,53182088,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",2 wins & 4 nominations.,R,109 min,"Horror, Sci-Fi",49.0,7.1,"218,325",tt0134847,4.0,"['RU3eJmbyqzA', 'XQ8RMEC6S2E']",171867.0,38873839,23572758,89886607,23688942,Thriller
56,"Oct 20, 2000",Bedazzled,Remake,48000000,13106526,37879996,63994425,52496228,90376224,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",1 win & 3 nominations.,PG-13,93 min,"Comedy, Fantasy",49.0,6.0,"92,715",tt0230030,3.0,"['5xUnFbyqNr4', 'wUF-cL_5msI']",889812.0,81091149,88687071,152681496,22142151,Fantasy
57,"Aug 11, 2000",Autumn in New York,Original Screenplay,40000000,10987006,37752931,63808754,52964753,90717684,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",3 nominations.,PG-13,103 min,"Drama, Romance",24.0,5.7,"23,956",tt0174480,3.0,['U1K6d26T9f4'],186946.0,67606675,89519271,153328025,18569873,Drama
58,"Apr 14, 2000",Keeping the Faith,Original Screenplay,29000000,8078671,37036404,62597698,8300000,45336404,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",2 wins & 6 nominations.,PG-13,128 min,"Comedy, Drama, Romance",60.0,6.3,"48,548",tt0171433,6.0,['wORkOt7MOHM'],22324.0,49014835,14028383,76626081,13654300,Comedy
59,"Apr 14, 2000",28 Days,Original Screenplay,43000000,10310672,37035515,62596204,25028457,62063972,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",1 win.,PG-13,103 min,"Comedy, Drama",46.0,6.0,"42,107",tt0191754,,['MHMdWUeYudk'],220262.0,72677179,42302271,104898475,17426757,Comedy
60,"Nov 17, 2000",Bounce,Original Screenplay,35000000,11423716,36805288,62196603,16620004,53425292,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",2 wins & 2 nominations.,PG-13,106 min,"Drama, Romance",52.0,5.7,"19,491",tt0186894,2.0,['abC4ifXqnMM'],208033.0,59145878,28085849,90282452,19304734,Drama
61,"Feb 18, 2000",Hanging Up,Original Screenplay,40000000,15710411,36037909,60910079,15829814,51867723,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",2 wins & 1 nomination.,PG-13,94 min,"Comedy, Drama",33.0,4.9,"11,478",tt0162983,,[],,67606673,26755026,87665105,26553215,Comedy
62,"Apr 28, 2000",The Flintstones in Viva Rock Vegas,Based on TV,58000000,10518435,35231365,59546886,24200000,59431365,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",1 win & 9 nominations.,PG,90 min,"Comedy, Family, Romance, Sci-Fi",27.0,3.6,"20,246",tt0158622,9.0,['kqCBEzzXbtY'],300834.0,98029678,40902038,100448924,17777910,Science Fiction
63,"Mar 31, 2000",The Skulls,Original Screenplay,15000000,11034885,35007180,59167974,0,35007180,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",1 nomination.,PG-13,106 min,"Action, Crime, Drama, Thriller",24.0,5.6,"30,039",tt0192614,,['B03lvL3pVp8'],431489.0,25352502,0,59167974,18650796,Crime
64,"Dec 22, 2000",Thirteen Days,Based on Real Life Events,80000000,46668,34566746,55663722,31987801,66554547,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",3 wins & 7 nominations.,PG-13,145 min,"Drama, History, Thriller",67.0,7.3,"51,890",tt0146309,7.0,['-yfIoHXOO9E'],216157.0,128826061,51510780,107174502,75150,Drama
65,"Nov 17, 2000",The 6th Day,Original Screenplay,82000000,13020883,34543701,58366385,61481197,96024898,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",8 nominations.,PG-13,123 min,"Action, Mystery, Sci-Fi, Thriller",49.0,5.9,"113,004",tt0216216,8.0,['Sz-Abh8opLo'],231886.0,138550399,103881029,162247414,22000591,Science Fiction
66,"Apr 28, 2000",Where the Heart Is,Based on Fiction Book/Short Story,15000000,8292939,33771174,57078915,7090880,40862054,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",1 win & 2 nominations.,PG-13,120 min,"Comedy, Drama, Romance",30.0,6.8,"30,753",tt0198021,2.0,['HbzcodGsaRs'],1771212.0,25352501,11984769,69063684,14016449,Comedy
67,"Oct 20, 2000",Pay it Forward,Based on Fiction Book/Short Story,40000000,9631359,33508922,56591894,22187783,55696705,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",1 win & 4 nominations.,PG-13,123 min,Drama,40.0,7.2,"109,038",tt0223897,4.0,['_pCtXRP1edo'],1275186.0,67554419,37472069,94063963,16266021,
68,"Dec 22, 2000",Dracula 2000,Original Screenplay,28000000,8636567,33000377,54854508,0,33000377,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Metacritic', 'Value': '26/100'}]",1 nomination.,R,99 min,"Action, Fantasy, Horror, Thriller",26.0,4.8,"31,036",tt0219653,,['py_sPdBmstA'],126589.0,46542687,0,54854508,14356037,Thriller
69,"Apr 7, 2000",Return to Me,Original Screenplay,24000000,7820836,32662299,55204732,0,32662299,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",1 win & 2 nominations.,PG,115 min,"Comedy, Drama, Romance",54.0,6.9,"18,837",tt0122459,2.0,['ZQNifpPNmTk'],205843.0,40564002,0,55204732,13218517,Romance
70,"Dec 8, 2000",Proof of Life,Based on Factual Book/Article,65000000,10207869,32598931,54811773,30162074,62761005,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",5 nominations.,R,135 min,"Action, Drama, Thriller",45.0,6.2,"53,669",tt0228750,5.0,['BLH0JjhBe8g'],121668.0,109290861,50714446,105526219,17163489,Action
71,"Sep 15, 2000",Almost Famous,Original Screenplay,60000000,2314646,32522352,54921165,14848839,47371191,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",Won 1 Oscar. Another 52 wins & 103 nominations.,R,122 min,"Adventure, Comedy, Drama, Music",90.0,7.9,"241,137",tt0181875,103.0,['6iyp0qcf7-w'],899690.0,101323234,25075539,79996704,3908790,Drama
72,"Nov 3, 2000",The Legend of Bagger Vance,Based on Fiction Book/Short Story,60000000,11516712,30695227,51880056,8540259,39235486,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",2 wins & 11 nominations.,PG-13,126 min,"Drama, Fantasy, Sport",47.0,6.7,"51,654",tt0146984,11.0,['lpsF4MfeGlQ'],321234.0,101410012,14434462,66314518,19465165,Fantasy
73,"Aug 25, 2000",The Art of War,Original Screenplay,40000000,10410993,30199105,51041526,0,30199105,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",2 wins & 9 nominations.,R,117 min,"Action, Adventure, Crime, Thriller",30.0,5.7,"27,808",tt0160009,9.0,['q8xEQdWQCho'],337770.0,67606673,0,51041526,17596315,Crime
74,"Aug 11, 2000",Bless the Child,Based on Fiction Book/Short Story,40000000,9413684,29374178,49647259,11061516,40435694,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '17/100'}]",1 win & 6 nominations.,R,107 min,"Crime, Drama, Horror, Thriller",17.0,5.1,"13,482",tt0163983,6.0,['PbO-OMzEJSM'],111590.0,67606670,18695806,68343065,15910695,Drama
75,"Sep 8, 2000",The Watcher,Original Screenplay,33000000,9062295,28946615,48924608,18321214,47267829,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",1 nomination.,R,97 min,"Crime, Drama, Mystery, Thriller",22.0,5.3,"24,720",tt0204626,,['d-n9lMbUGQc'],180550.0,55775504,30965907,79890515,15316790,Mystery
76,"Apr 21, 2000",Love and Basketball,Original Screenplay,15000000,8139180,27441122,46380076,268503,27709625,,,,,,,,,,,['Ur83i6_BjbE'],1256024.0,25352503,453814,46833890,13756572,
77,"Mar 31, 2000",High Fidelity,Based on Fiction Book/Short Story,20000000,6429107,27277055,46102777,20604608,47881663,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",Nominated for 1 Golden Globe. Another 3 wins & 21 nominations.,R,113 min,"Comedy, Drama, Music, Romance",79.0,7.5,"160,923",tt0146882,21.0,['yUTsDJ3dxEQ'],100640.0,33803339,34825227,80928004,10866264,Comedy
78,"Oct 27, 2000",Book of Shadows: Blair Witch 2,Original Screenplay,15000000,13223887,26421314,44656427,21300000,47721314,"[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '15/100'}]",2 wins & 8 nominations.,R,90 min,"Adventure, Fantasy, Horror, Mystery, Thriller",15.0,3.9,"34,506",tt0229260,8.0,['8WtrIgbvsWU'],224181.0,25352501,36000552,80656979,22350574,Mystery
79,"Jun 30, 2000",The Adventures of Rocky & Bullwinkle,Based on TV,76000000,6814270,26000610,43945365,9129000,35129610,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",2 wins & 6 nominations.,PG,92 min,"Animation, Adventure, Comedy, Family, Fantasy",36.0,4.1,"18,696",tt0131704,6.0,['zRADwNEWW6c'],,128452668,15429531,59374896,11517252,Action
80,"Sep 8, 2000",Nurse Betty,Original Screenplay,24000000,7145950,25170054,42541586,2562312,27732366,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Won 1 Golden Globe. Another 4 wins & 14 nominations.,R,110 min,"Comedy, Crime, Drama, Romance",69.0,6.1,"32,262",tt0171580,14.0,['CyVnCYfB1eg'],10902.0,40563999,4330734,46872320,12077846,Comedy
81,"Feb 25, 2000",Reindeer Games,Original Screenplay,36000000,8128356,23360779,39483615,0,23360779,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",3 nominations.,R,104 min,"Action, Adventure, Crime, Drama, Thriller",37.0,5.8,"36,106",tt0184858,3.0,['0856Uv4QmtI'],126748.0,60846007,0,39483615,13738278,Thriller
82,"Jun 16, 2000",Titan A.E.,Original Screenplay,75000000,9376845,22751979,38454640,14000000,36751979,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",1 win & 6 nominations.,PG,94 min,"Animation, Action, Adventure, Family, Sci-Fi",48.0,6.6,"57,250",tt0120913,6.0,['mK7huyUD3i8'],13669.0,126762511,23662335,62116975,15848432,Animation
83,"Jun 16, 2000",Boys and Girls,Original Screenplay,16000000,7008950,21799652,36845049,0,21799652,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",,PG-13,94 min,"Comedy, Drama, Romance",29.0,5.4,"15,429",tt0204175,,['FBIYE656wr0'],808623.0,27042669,0,36845049,11846294,Comedy
84,"May 12, 2000",Battlefield Earth,Based on Fiction Book/Short Story,80000000,11548898,21471685,36290733,8253978,29725663,"[{'Source': 'Internet Movie Database', 'Value': '2.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '9/100'}]",19 wins & 3 nominations.,PG-13,118 min,"Action, Adventure, Sci-Fi",9.0,2.5,"74,057",tt0185183,3.0,['tAnX6XQ8bQw'],20840.0,135213358,13950601,50241334,19519566,Action
85,"Sep 22, 2000",Urban Legends: Final Cut,Original Screenplay,15000000,8505513,21468807,36285868,17105555,38574362,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '16/100'}]",1 win & 1 nomination.,R,97 min,"Horror, Mystery, Thriller",16.0,4.3,"15,349",tt0192731,,['rmSvqfwFWDI'],16533.0,25352504,28911243,65197111,14375736,Horror
86,"Feb 23, 2000",Wonder Boys,Based on Fiction Book/Short Story,35000000,5808919,19389454,32762985,14033031,33422485,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",Won 1 Oscar. Another 20 wins & 46 nominations.,R,107 min,"Comedy, Drama",73.0,7.3,"59,648",tt0185014,46.0,['sveK_fhIqhs'],566031.0,59140627,23712064,56475049,9815517,Comedy
87,"Mar 10, 2000",The Ninth Gate,Original Screenplay,38000000,6622518,18653746,31527943,39740562,58394308,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",1 win & 4 nominations.,R,133 min,"Mystery, Thriller",44.0,6.7,"157,534",tt0142688,4.0,['V1ueyfoNTdU'],256428.0,64226340,67168180,98696123,11193160,Horror
88,"Nov 10, 2000",Red Planet,Original Screenplay,80000000,8721296,17480890,29528234,15983079,33463969,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",1 nomination.,PG-13,106 min,"Action, Sci-Fi, Thriller",34.0,5.7,"53,623",tt0199753,,['g13ceurNcgI'],87341.0,135133778,26998173,56526407,14731771,Thriller
89,"May 19, 2000",Small Time Crooks,Original Screenplay,18000000,3880723,17266359,29183029,12668118,29934477,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,PG,94 min,"Comedy, Crime",69.0,6.7,"35,497",tt0196216,3.0,['MAWsmINQqJk'],2174.0,30423004,21411234,50594263,6559069,Action
90,"May 12, 2000",Center Stage,Original Screenplay,18000000,4604621,17200925,29072433,4160184,21361109,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",1 win.,PG-13,115 min,"Drama, Music, Romance",52.0,6.7,"18,029",tt0210616,,['CmHPpl5FNh8'],244692.0,30423003,7031405,36103838,7782577,Drama
91,"Oct 13, 2000",Lost Souls,Original Screenplay,28000000,7954766,16779636,28360387,14540657,31320293,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '16/100'}]",2 nominations.,R,97 min,"Drama, Horror, Thriller",16.0,4.8,"10,159",tt0160484,2.0,['bv9duF-UE50'],21158.0,47324675,24576138,52936525,13444882,Horror
92,"Jan 28, 2000",Eye of the Beholder,Original Screenplay,15000000,5959447,16500786,27889081,1760079,18260865,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",1 win.,R,109 min,"Drama, Mystery, Thriller",29.0,5.1,"14,183",tt0120662,,['5E--MQm-AdE'],103473.0,25352502,2974827,30863908,10072459,Drama
93,"Jul 26, 2000",Thomas and the Magic Railroad,Based on Fiction Book/Short Story,19000000,4154932,15911332,26892802,0,15911332,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",2 nominations.,G,85 min,"Adventure, Comedy, Drama, Family, Fantasy",19.0,4.0,"3,534",tt0205461,2.0,['LTizNBmz90M'],387863.0,32113165,0,26892802,7022527,Animation
94,"Dec 22, 2000",All the Pretty Horses,Based on Fiction Book/Short Story,45000000,0,15527125,25607563,2593142,18120267,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",Nominated for 1 Golden Globe. Another 2 wins & 13 nominations.,PG-13,116 min,"Drama, Romance, Western",55.0,5.8,"12,565",tt0149624,13.0,['yygkQ8SjjQk'],360613.0,74214662,4276647,29884210,0,Drama
95,"Jul 21, 2000",Loser,Original Screenplay,20000000,6008611,15464026,26136781,2786080,18250106,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",1 nomination.,PG-13,98 min,"Comedy, Romance",35.0,5.3,"25,661",tt0217630,,['vWoXkC7udK0'],95492.0,33803332,4708939,30845720,10155553,Drama
96,"Mar 3, 2000",Drowning Mona,Original Screenplay,16000000,5802229,15427192,26074524,553184,15980376,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",1 nomination.,PG-13,96 min,"Comedy, Crime, Mystery",25.0,5.7,"12,824",tt0186045,,['WUapG9Ma3uw'],57760.0,27042664,934973,27009497,9806733,Comedy
97,"Sep 15, 2000",Bait,Original Screenplay,35000000,5485591,15325127,25902017,146842,15471969,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}]",,R,93 min,"Action, Adventure, Drama, Horror, Thriller",,5.2,"15,351",tt1438173,,['rYPgrotVpzc'],171662.0,59155829,248187,26150204,9271562,Action
98,"Dec 8, 2000",Dungeons and Dragons,Based on Game,35000000,7237422,15185241,25590236,18586724,33771965,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",,,,Documentary,,6.9,89,tt0305797,,['efSq9FF1r2Q'],345658.0,58982156,31322430,56912666,12196535,
99,"Mar 3, 2000",The Next Best Thing,Original Screenplay,25000000,5870387,14983572,25324734,9372190,24355762,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",3 wins & 10 nominations.,PG-13,108 min,"Comedy, Drama, Romance",25.0,4.6,"10,475",tt0156841,10.0,['jmec0w5G4xA'],156324.0,42254166,15840563,41165297,9921932,Comedy
100,"Nov 16, 2001",Harry Potter and the Sorcerer’s Stone,Based on Fiction Book/Short Story,125000000,90294621,317871467,510437208,657176139,975047606,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",Nominated for 3 Oscars. Another 17 wins & 65 nominations.,PG,152 min,"Adventure, Family, Fantasy",64.0,7.6,"594,741",tt0241527,65.0,"['PbdM1db3JbY', 'Q61YhARNOPg', 'k71hjl3zWsA']",15295.0,200724687,1055291803,1565729011,144994876,
101,"Dec 19, 2001",The Lord of the Rings: The Fellowship of the Ring,Based on Fiction Book/Short Story,109000000,47211490,315544750,502999394,571666235,887210985,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",Won 4 Oscars. Another 115 wins & 124 nominations.,PG-13,178 min,"Adventure, Drama, Fantasy",92.0,8.8,"1,568,706",tt0120737,124.0,"['V75dMMIW2B4', 'aStYWD25fAQ', 'UEXXdpEsmBk']",3267439.0,173753275,911274137,1414273531,75258266,Adventure
102,"Nov 2, 2001","Monsters, Inc.",Original Screenplay,115000000,62577067,289423425,449635428,270334294,559757719,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",Won 1 Oscar. Another 14 wins & 38 nominations.,G,92 min,"Animation, Adventure, Comedy, Family, Fantasy",79.0,8.0,"770,513",tt0198781,38.0,['8IBNZ6O2kMk'],,178658912,419979398,869614826,97216962,Animation
103,"May 18, 2001",Shrek,Based on Fiction Book/Short Story,50000000,42347760,267655011,430801615,224157783,491812794,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",Won 1 Oscar. Another 38 wins & 60 nominations.,PG,90 min,"Animation, Adventure, Comedy, Family, Fantasy",84.0,7.8,"584,108",tt0126029,60.0,['W37DlG1i61s'],4328715.0,80477031,360791059,791592674,68160440,Adventure
