,title,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations
43,Final Destination,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",3 wins & 3 nominations.,R,98 min,"Horror, Thriller",36.0,6.7,"218,133",tt0195714,3
44,Finding Forrester,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",5 wins & 13 nominations.,PG-13,136 min,Drama,62.0,7.3,"80,037",tt0181536,13
45,The Road to El Dorado,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",1 win & 12 nominations.,PG,89 min,"Animation, Adventure, Comedy, Family, Romance",51.0,6.9,"78,427",tt0138749,12
46,Men of Honor,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",11 nominations.,R,129 min,"Biography, Drama",56.0,7.2,"102,998",tt0203019,11
47,The Tigger Movie,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",4 nominations.,G,77 min,"Animation, Comedy, Drama, Family, Musical",53.0,6.3,"16,275",tt0220099,4
48,"O Brother, Where Art Thou?","[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Nominated for 2 Oscars. Another 7 wins & 36 nominations.,PG-13,107 min,"Adventure, Comedy, Crime, Music",69.0,7.7,"271,610",tt0190590,36
49,Frequency,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",Nominated for 1 Golden Globe. Another 2 wins & 7 nominations.,PG-13,118 min,"Crime, Drama, Mystery, Sci-Fi, Thriller",67.0,7.3,"96,863",tt0186151,7
50,The Replacements,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",,PG-13,118 min,"Comedy, Sport",30.0,6.6,"55,729",tt0191397,
51,Pokemon 2000,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",,,30 min,,,8.1,43,tt0382918,
52,The Beach,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",7 nominations.,R,119 min,"Adventure, Drama, Romance, Thriller",43.0,6.7,"214,377",tt0163978,7
53,Little Nicky,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",1 win & 12 nominations.,PG-13,90 min,"Comedy, Fantasy",38.0,5.3,"93,910",tt0185431,12
54,Pitch Black,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",2 wins & 4 nominations.,R,109 min,"Horror, Sci-Fi",49.0,7.1,"218,325",tt0134847,4
55,Bedazzled,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",1 win & 3 nominations.,PG-13,93 min,"Comedy, Fantasy",49.0,6.0,"92,715",tt0230030,3
56,Autumn in New York,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",3 nominations.,PG-13,103 min,"Drama, Romance",24.0,5.7,"23,781",tt0174480,3
57,Keeping the Faith,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",2 wins & 6 nominations.,PG-13,128 min,"Comedy, Drama, Romance",60.0,6.3,"48,548",tt0171433,6
58,28 Days,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",1 win.,PG-13,103 min,"Comedy, Drama",46.0,6.0,"42,107",tt0191754,
59,Bounce,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",2 wins & 2 nominations.,PG-13,106 min,"Drama, Romance",52.0,5.7,"19,491",tt0186894,2
60,Hanging Up,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",2 wins & 1 nomination.,PG-13,94 min,"Comedy, Drama",33.0,4.9,"11,442",tt0162983,
61,The Flintstones in Viva Rock Vegas,"[{'Source': 'Internet Movie Database', 'Value': '3.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",1 win & 9 nominations.,PG,90 min,"Comedy, Family, Romance, Sci-Fi",27.0,3.6,"20,246",tt0158622,9
62,The Skulls,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '24/100'}]",1 nomination.,PG-13,106 min,"Action, Crime, Drama, Thriller",24.0,5.6,"30,039",tt0192614,
63,Thirteen Days,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",3 wins & 7 nominations.,PG-13,145 min,"Drama, History, Thriller",67.0,7.3,"51,890",tt0146309,7
64,The 6th Day,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",8 nominations.,PG-13,123 min,"Action, Mystery, Sci-Fi, Thriller",49.0,5.9,"113,004",tt0216216,8
65,Where the Heart Is,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",1 win & 2 nominations.,PG-13,120 min,"Comedy, Drama, Romance",30.0,6.8,"30,753",tt0198021,2
66,Pay it Forward,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",1 win & 4 nominations.,PG-13,123 min,Drama,40.0,7.2,"109,038",tt0223897,4
67,Dracula 2000,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Metacritic', 'Value': '26/100'}]",1 nomination.,R,99 min,"Action, Fantasy, Horror, Thriller",26.0,4.8,"31,036",tt0219653,
68,Return to Me,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",1 win & 2 nominations.,PG,115 min,"Comedy, Drama, Romance",54.0,6.9,"18,837",tt0122459,2
69,Proof of Life,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",5 nominations.,R,135 min,"Action, Drama, Thriller",45.0,6.2,"53,669",tt0228750,5
70,Almost Famous,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",Won 1 Oscar. Another 52 wins & 103 nominations.,R,122 min,"Adventure, Comedy, Drama, Music",90.0,7.9,"241,137",tt0181875,103
71,The Legend of Bagger Vance,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",2 wins & 11 nominations.,PG-13,126 min,"Drama, Fantasy, Sport",47.0,6.7,"51,654",tt0146984,11
72,The Art of War,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",2 wins & 9 nominations.,R,117 min,"Action, Adventure, Crime, Thriller",30.0,5.7,"27,808",tt0160009,9
73,Bless the Child,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '3%'}, {'Source': 'Metacritic', 'Value': '17/100'}]",1 win & 6 nominations.,R,107 min,"Crime, Drama, Horror, Thriller",17.0,5.1,"13,482",tt0163983,6
74,The Watcher,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",1 nomination.,R,97 min,"Crime, Drama, Mystery, Thriller",22.0,5.3,"24,720",tt0204626,
75,High Fidelity,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",Nominated for 1 Golden Globe. Another 3 wins & 21 nominations.,R,113 min,"Comedy, Drama, Music, Romance",79.0,7.5,"160,923",tt0146882,21
76,Book of Shadows: Blair Witch 2,"[{'Source': 'Internet Movie Database', 'Value': '3.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '15/100'}]",2 wins & 8 nominations.,R,90 min,"Adventure, Fantasy, Horror, Mystery, Thriller",15.0,3.9,"34,506",tt0229260,8
77,The Adventures of Rocky & Bullwinkle,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",2 wins & 6 nominations.,PG,92 min,"Animation, Adventure, Comedy, Family, Fantasy",36.0,4.1,"18,696",tt0131704,6
78,Nurse Betty,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Won 1 Golden Globe. Another 4 wins & 14 nominations.,R,110 min,"Comedy, Crime, Drama, Romance",69.0,6.1,"32,184",tt0171580,14
79,Reindeer Games,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",3 nominations.,R,104 min,"Action, Adventure, Crime, Drama, Thriller",37.0,5.8,"36,106",tt0184858,3
80,Titan A.E.,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",1 win & 6 nominations.,PG,94 min,"Animation, Action, Adventure, Family, Sci-Fi",48.0,6.6,"57,250",tt0120913,6
81,Boys and Girls,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",,PG-13,94 min,"Comedy, Drama, Romance",29.0,5.4,"15,429",tt0204175,
82,Urban Legends: Final Cut,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '16/100'}]",1 win & 1 nomination.,R,97 min,"Horror, Mystery, Thriller",16.0,4.3,"15,349",tt0192731,
83,Wonder Boys,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",Won 1 Oscar. Another 20 wins & 46 nominations.,R,107 min,"Comedy, Drama",73.0,7.3,"59,549",tt0185014,46
84,The Ninth Gate,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",1 win & 4 nominations.,R,133 min,"Mystery, Thriller",44.0,6.7,"157,013",tt0142688,4
85,Red Planet,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",1 nomination.,PG-13,106 min,"Action, Sci-Fi, Thriller",34.0,5.7,"53,623",tt0199753,
86,Small Time Crooks,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,PG,94 min,"Comedy, Crime",69.0,6.7,"35,497",tt0196216,3
87,Center Stage,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",1 win.,PG-13,115 min,"Drama, Music, Romance",52.0,6.7,"18,029",tt0210616,
88,Lost Souls,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '16/100'}]",2 nominations.,R,97 min,"Drama, Horror, Thriller",16.0,4.8,"10,159",tt0160484,2
89,Eye of the Beholder,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",1 win.,R,109 min,"Drama, Mystery, Thriller",29.0,5.1,"14,183",tt0120662,
90,Thomas and the Magic Railroad,"[{'Source': 'Internet Movie Database', 'Value': '4.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",2 nominations.,G,85 min,"Adventure, Comedy, Drama, Family, Fantasy",19.0,4.0,"3,534",tt0205461,2
91,All the Pretty Horses,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",Nominated for 1 Golden Globe. Another 2 wins & 13 nominations.,PG-13,116 min,"Drama, Romance, Western",55.0,5.8,"12,565",tt0149624,13
92,Loser,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",1 nomination.,PG-13,98 min,"Comedy, Romance",35.0,5.3,"25,661",tt0217630,
93,Drowning Mona,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",1 nomination.,PG-13,96 min,"Comedy, Crime, Mystery",25.0,5.7,"12,824",tt0186045,
94,Bait,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}]",,R,93 min,"Action, Adventure, Drama, Horror, Thriller",,5.2,"15,351",tt1438173,
95,Dungeons and Dragons,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}]",,,,Documentary,,6.9,89,tt0305797,
96,The Next Best Thing,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",3 wins & 10 nominations.,PG-13,108 min,"Comedy, Drama, Romance",25.0,4.6,"10,475",tt0156841,10
97,Harry Potter and the Sorcerer’s Stone,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",Nominated for 3 Oscars. Another 17 wins & 65 nominations.,PG,152 min,"Adventure, Family, Fantasy",64.0,7.6,"594,741",tt0241527,65
98,The Lord of the Rings: The Fellowship…,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",Won 4 Oscars. Another 115 wins & 124 nominations.,PG-13,178 min,"Adventure, Drama, Fantasy",92.0,8.8,"1,568,706",tt0120737,124
99,"Monsters, Inc.","[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",Won 1 Oscar. Another 14 wins & 38 nominations.,G,92 min,"Animation, Adventure, Comedy, Family, Fantasy",79.0,8.0,"770,513",tt0198781,38
100,Shrek,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",Won 1 Oscar. Another 38 wins & 60 nominations.,PG,90 min,"Animation, Adventure, Comedy, Family, Fantasy",84.0,7.8,"584,108",tt0126029,60
101,Rush Hour 2,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",10 wins & 22 nominations.,PG-13,90 min,"Action, Comedy, Crime, Thriller",48.0,6.6,"191,265",tt0266915,22
102,The Mummy Returns,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",6 wins & 16 nominations.,PG-13,130 min,"Action, Adventure, Fantasy, Thriller",48.0,6.3,"289,983",tt0209163,16
103,Pearl Harbor,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",Won 1 Oscar. Another 13 wins & 51 nominations.,PG-13,183 min,"Action, Drama, History, Romance, War",44.0,6.2,"299,678",tt0213149,51
104,Ocean's Eleven,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",4 wins & 20 nominations.,PG-13,116 min,"Crime, Thriller",74.0,7.8,"488,582",tt0240772,20
105,Jurassic Park III,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",5 wins & 15 nominations.,PG-13,92 min,"Action, Adventure, Sci-Fi, Thriller",42.0,5.9,"282,756",tt0163025,15
106,Planet of the Apes,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",Nominated for 2 BAFTA Film Awards. Another 11 wins & 27 nominations.,PG-13,119 min,"Action, Adventure, Sci-Fi, Thriller",50.0,5.7,"204,918",tt0133152,27
107,A Beautiful Mind,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Won 4 Oscars. Another 33 wins & 68 nominations.,PG-13,135 min,"Biography, Drama",72.0,8.2,"797,727",tt0268978,68
108,Hannibal,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",8 wins & 16 nominations.,R,131 min,"Crime, Drama, Thriller",57.0,6.8,"243,108",tt0212985,16
109,American Pie 2,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",8 wins & 6 nominations.,R,108 min,Comedy,43.0,6.4,"230,139",tt0252866,6
110,The Fast and the Furious,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",11 wins & 12 nominations.,PG-13,106 min,"Action, Crime, Thriller",58.0,6.8,"329,832",tt0232500,12
111,Lara Croft: Tomb Raider,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",4 wins & 17 nominations.,PG-13,100 min,"Action, Adventure, Fantasy, Thriller",33.0,5.8,"190,119",tt0146316,17
112,Dr. Dolittle 2,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",3 wins & 6 nominations.,PG,87 min,"Comedy, Family, Fantasy",49.0,4.7,"40,108",tt0240462,6
113,Spy Kids,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",2 wins & 10 nominations.,PG,88 min,"Action, Adventure, Comedy, Family, Sci-Fi",71.0,5.4,"103,070",tt0227538,10
114,Black Hawk Down,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",Won 2 Oscars. Another 9 wins & 37 nominations.,R,144 min,"Drama, History, War",74.0,7.7,"348,162",tt0265086,37
115,The Princess Diaries,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",2 wins & 11 nominations.,G,111 min,"Comedy, Family, Romance",52.0,6.3,"120,521",tt0247638,11
116,Vanilla Sky,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",Nominated for 1 Oscar. Another 5 wins & 33 nominations.,R,136 min,"Fantasy, Mystery, Romance, Sci-Fi, Thriller",45.0,6.9,"239,063",tt0259711,33
117,The Others,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",Nominated for 1 Golden Globe. Another 29 wins & 51 nominations.,PG-13,104 min,"Horror, Mystery, Thriller",74.0,7.6,"322,509",tt0230600,51
118,Legally Blonde,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",Nominated for 2 Golden Globes. Another 6 wins & 10 nominations.,PG-13,96 min,"Comedy, Romance",59.0,6.3,"171,898",tt0250494,10
119,America's Sweethearts,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",1 win & 2 nominations.,PG-13,102 min,"Comedy, Romance",44.0,5.7,"53,159",tt0265029,2
120,Cats & Dogs,"[{'Source': 'Internet Movie Database', 'Value': '2.8/10'}, {'Source': 'Metacritic', 'Value': '32/100'}]",Nominated for 1 Golden Globe. Another 3 wins & 10 nominations.,PG,110 min,"Comedy, Drama, Family, Fantasy, Musical",32.0,2.8,"26,345",tt5697572,10
121,Atlantis: The Lost Empire,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",2 wins & 14 nominations.,PG,95 min,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi",52.0,6.9,"96,674",tt0230011,14
122,Jimmy Neutron: Boy Genius,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",Nominated for 1 Oscar. Another 5 nominations.,G,82 min,"Animation, Action, Adventure, Comedy, Family, Sci-Fi",65.0,6.0,"29,102",tt0268397,5
123,Training Day,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Won 1 Oscar. Another 17 wins & 23 nominations.,R,122 min,"Crime, Drama, Thriller",69.0,7.7,"368,439",tt0139654,23
124,Along Came a Spider,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",1 win & 1 nomination.,R,104 min,"Drama, Thriller",42.0,6.4,"71,463",tt0164334,
125,Bridget Jones's Diary,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",Nominated for 1 Oscar. Another 8 wins & 29 nominations.,R,97 min,"Comedy, Drama, Romance",66.0,6.7,"213,184",tt0243155,29
126,Scary Movie 2,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",3 wins & 4 nominations.,R,83 min,Comedy,29.0,5.3,"143,092",tt0257106,4
127,The Score,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",1 win & 1 nomination.,R,124 min,"Crime, Drama, Thriller",71.0,6.8,"116,016",tt0227445,
128,Shallow Hal,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",3 nominations.,PG-13,114 min,"Comedy, Drama, Fantasy, Romance",48.0,5.9,"123,148",tt0256380,3
129,Swordfish,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",5 wins & 8 nominations.,R,99 min,"Action, Crime, Thriller",32.0,6.5,"171,408",tt0244244,8
130,The Mexican,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",3 wins & 1 nomination.,R,123 min,"Adventure, Comedy, Crime, Romance",43.0,6.1,"99,356",tt0236493,
131,Down to Earth,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",3 nominations.,PG-13,87 min,"Comedy, Fantasy",32.0,5.5,"20,981",tt0231775,3
132,Spy Game,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",3 nominations.,R,126 min,"Action, Crime, Thriller",63.0,7.1,"139,105",tt0266987,3
