,title,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations
781,Dunkirk,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",Won 3 Oscars. Another 64 wins & 227 nominations.,PG-13,106 min,"Action, Drama, History, Thriller, War",94.0,7.9,"501,037",tt5013056,227
782,The Lego Batman Movie,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",12 wins & 67 nominations.,PG,104 min,"Animation, Action, Comedy, Family",75.0,7.3,"123,584",tt4116284,67
783,The Boss Baby,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",Nominated for 1 Oscar. Another 3 wins & 21 nominations.,PG,97 min,"Animation, Adventure, Comedy, Family, Fantasy",50.0,6.3,"99,436",tt3874544,21
784,The Greatest Showman,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",Nominated for 1 Oscar. Another 15 wins & 31 nominations.,PG,105 min,"Biography, Drama, Musical",48.0,7.6,"213,714",tt1485796,31
785,Kong: Skull Island,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",Nominated for 1 Oscar. Another 1 win & 19 nominations.,PG-13,118 min,"Action, Adventure, Fantasy, Sci-Fi",62.0,6.6,"252,647",tt3731562,19
786,Cars 3,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",1 win & 23 nominations.,G,102 min,"Animation, Adventure, Comedy, Family, Sport",59.0,6.7,"66,096",tt3606752,23
787,War for the Planet of the Apes,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",Nominated for 1 Oscar. Another 28 wins & 62 nominations.,PG-13,140 min,"Action, Adventure, Drama, Sci-Fi, Thriller",82.0,7.4,"213,244",tt3450958,62
788,Wonder,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",Nominated for 1 Oscar. Another 4 wins & 26 nominations.,PG,113 min,"Drama, Family",66.0,8.0,"123,097",tt2543472,26
789,Transformers: The Last Knight,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",2 wins & 19 nominations.,PG-13,154 min,"Action, Adventure, Sci-Fi",27.0,5.2,"126,740",tt3371366,19
790,Girls Trip,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",13 wins & 38 nominations.,R,122 min,"Adventure, Comedy, Drama",71.0,6.2,"31,753",tt3564472,38
791,Fifty Shades Darker,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",3 wins & 12 nominations.,R,118 min,"Drama, Romance",33.0,4.6,"85,257",tt4465564,12
792,Baby Driver,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",Nominated for 3 Oscars. Another 41 wins & 59 nominations.,R,113 min,"Action, Crime, Drama, Music, Thriller",86.0,7.6,"397,231",tt3890160,59
793,Pitch Perfect 3,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",3 wins & 6 nominations.,PG-13,93 min,"Comedy, Music",40.0,5.8,"49,887",tt4765284,6
794,Daddy’s Home 2,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",1 win & 8 nominations.,PG-13,100 min,Comedy,30.0,6.0,"55,769",tt5657846,8
795,Murder on the Orient Express,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",1 win & 23 nominations.,PG-13,114 min,"Crime, Drama, Mystery",52.0,6.5,"191,753",tt3402236,23
796,Annabelle: Creation,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",1 win & 6 nominations.,R,109 min,"Horror, Mystery, Thriller",62.0,6.5,"101,797",tt5140878,6
797,Kingsman: The Golden Circle,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",2 wins & 7 nominations.,R,141 min,"Action, Adventure, Comedy",44.0,6.7,"247,900",tt4649466,7
798,Blade Runner 2049,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",Won 2 Oscars. Another 97 wins & 156 nominations.,R,164 min,"Action, Drama, Mystery, Sci-Fi, Thriller",81.0,8.0,"412,480",tt1856101,156
799,The Emoji Movie,"[{'Source': 'Internet Movie Database', 'Value': '3.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '12/100'}]",5 wins & 3 nominations.,PG,86 min,"Animation, Adventure, Comedy, Family, Fantasy",12.0,3.2,"51,411",tt4877122,3
800,Power Rangers,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",6 nominations.,PG-13,124 min,"Action, Adventure, Sci-Fi",44.0,5.9,"97,341",tt3717490,6
801,Ferdinand,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",Nominated for 1 Oscar. Another 2 wins & 19 nominations.,PG,108 min,"Animation, Adventure, Comedy, Family, Fantasy",58.0,6.7,"43,742",tt3411444,19
802,The Post,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",Nominated for 2 Oscars. Another 18 wins & 111 nominations.,PG-13,116 min,"Biography, Drama, History, Thriller",83.0,7.2,"117,848",tt6294822,111
803,The Mummy,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",Nominated for 1 Oscar. Another 5 wins & 20 nominations.,PG-13,124 min,"Action, Adventure, Fantasy",48.0,7.0,"374,727",tt0120616,20
804,The Hitman’s Bodyguard,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",1 win & 8 nominations.,R,118 min,"Action, Comedy, Thriller",47.0,6.9,"173,253",tt1959563,8
805,Alien: Covenant,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",1 win & 13 nominations.,R,122 min,"Horror, Sci-Fi, Thriller",65.0,6.4,"237,382",tt2316204,13
806,Captain Underpants: The First Epic Movie,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",3 wins & 13 nominations.,PG,89 min,"Animation, Action, Comedy, Family",69.0,6.2,"23,415",tt2091256,13
807,A Bad Moms Christmas,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",1 win & 1 nomination.,R,104 min,Comedy,42.0,5.6,"38,041",tt6359956,
808,A Dog’s Purpose,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",3 nominations.,PG,100 min,"Adventure, Comedy, Drama, Family, Fantasy",43.0,7.2,"59,618",tt1753383,3
809,The Shape of Water,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",Won 4 Oscars. Another 134 wins & 345 nominations.,R,123 min,"Adventure, Drama, Fantasy, Romance, Thriller",87.0,7.3,"338,128",tt5580390,345
810,The Lego Ninjago Movie,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",7 nominations.,PG,101 min,"Animation, Action, Adventure, Comedy, Family",55.0,6.0,"20,630",tt3014284,7
811,Baywatch,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",3 wins & 11 nominations.,R,116 min,"Action, Comedy, Crime",37.0,5.5,"147,933",tt1469304,11
812,Darkest Hour,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",Won 2 Oscars. Another 50 wins & 76 nominations.,PG-13,125 min,"Biography, Drama, History, War",75.0,7.4,"150,825",tt4555426,76
813,Atomic Blonde,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",10 wins & 17 nominations.,R,115 min,"Action, Mystery, Thriller",63.0,6.7,"160,779",tt2406566,17
814,American Made,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",3 nominations.,R,115 min,"Action, Biography, Comedy, Crime",65.0,7.1,"143,307",tt3532216,3
815,The Dark Tower,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",4 nominations.,PG-13,95 min,"Action, Adventure, Fantasy, Horror, Sci-Fi, Western",34.0,5.6,"118,066",tt1648190,4
816,Snatched,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",1 win & 2 nominations.,R,90 min,"Action, Adventure, Comedy",45.0,4.5,"31,186",tt2334871,2
817,The Great Wall,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",3 wins & 2 nominations.,PG-13,103 min,"Action, Adventure, Fantasy, Thriller",42.0,5.9,"117,169",tt2034800,2
818,Smurfs: The Lost Village,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",1 win & 4 nominations.,PG,90 min,"Animation, Adventure, Comedy, Family, Fantasy",40.0,6.0,"16,763",tt2398241,4
819,Going in Style,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",,PG-13,96 min,"Comedy, Crime",50.0,6.6,"70,745",tt2568862,
820,All Eyez on Me,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",1 nomination.,R,139 min,"Biography, Drama, Music",38.0,5.8,"19,754",tt1666185,
821,xXx: Return of Xander Cage,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",1 win & 6 nominations.,PG-13,107 min,"Action, Adventure, Thriller",42.0,5.2,"80,773",tt1293847,6
822,The Star,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",Nominated for 1 Golden Globe. Another 2 wins & 5 nominations.,PG,86 min,"Animation, Adventure, Comedy, Family, Fantasy",42.0,6.2,"5,870",tt4587656,5
823,Ghost in the Shell,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",2 wins & 6 nominations.,PG-13,107 min,"Action, Drama, Sci-Fi, Thriller",52.0,6.3,"185,985",tt1219827,6
824,King Arthur: Legend of the Sword,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",9 nominations.,PG-13,126 min,"Action, Adventure, Drama, Fantasy",41.0,6.7,"178,403",tt1972591,9
825,American Assassin,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",2 nominations.,R,112 min,"Action, Thriller",45.0,6.2,"63,127",tt1961175,2
826,The Foreigner,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",1 nomination.,R,113 min,"Action, Thriller",55.0,7.0,"87,347",tt1615160,
827,Geostorm,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",1 nomination.,PG-13,109 min,"Action, Sci-Fi, Thriller",21.0,5.3,"85,193",tt1981128,
828,Monster Trucks,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",2 nominations.,PG,104 min,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",41.0,5.6,"14,268",tt3095734,2
829,Fist Fight,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",1 win.,R,91 min,Comedy,37.0,5.6,"37,028",tt3401882,
830,Kidnap,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",3 nominations.,R,95 min,"Crime, Drama, Thriller",44.0,5.9,"30,837",tt1458169,3
831,Underworld: Blood Wars,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",,R,91 min,"Action, Drama, Fantasy, Horror, Sci-Fi, War",23.0,5.8,"65,523",tt3717252,
832,Life,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",7 nominations.,R,104 min,"Horror, Sci-Fi, Thriller",54.0,6.6,"191,103",tt5442430,7
833,Molly’s Game,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",Nominated for 1 Oscar. Another 7 wins & 50 nominations.,R,140 min,"Biography, Crime, Drama",71.0,7.4,"118,192",tt4209788,50
834,The Nut Job 2: Nutty by Nature,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",1 win & 3 nominations.,PG,91 min,"Animation, Adventure, Comedy, Family, Fantasy",36.0,5.4,"5,249",tt3486626,3
835,Rings,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}, {'Source': 'Metacritic', 'Value': '25/100'}]",2 wins.,PG-13,102 min,"Drama, Horror, Mystery, Romance",25.0,4.5,"35,653",tt0498381,
836,Logan Lucky,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '78/100'}]",2 wins & 11 nominations.,PG-13,118 min,"Comedy, Crime, Drama",78.0,7.0,"113,312",tt5439796,11
837,Home Again,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",1 win.,PG-13,97 min,"Comedy, Drama, Romance",41.0,5.8,"25,101",tt5719700,
838,Resident Evil: The Final Chapter,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",2 wins & 3 nominations.,R,107 min,"Action, Horror, Sci-Fi, Thriller",49.0,5.5,"78,184",tt2592614,3
839,The House,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",1 win.,R,88 min,"Comedy, Crime",30.0,5.6,"37,033",tt4481514,
840,Downsizing,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",Nominated for 1 Golden Globe. Another 1 win & 15 nominations.,R,135 min,"Drama, Sci-Fi",63.0,5.7,"87,735",tt1389072,15
841,Rough Night,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",1 win & 1 nomination.,R,101 min,"Comedy, Crime, Thriller",51.0,5.2,"41,998",tt4799050,
842,Ballerina,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}]",,Not Rated,80 min,"Documentary, Music",,7.4,373,tt0898897,
843,Phantom Thread,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",Won 1 Oscar. Another 57 wins & 116 nominations.,R,130 min,"Drama, Romance",90.0,7.5,"96,542",tt5776858,116
844,Diary of a Wimpy Kid: The Long Haul,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",1 nomination.,PG,91 min,"Comedy, Family",39.0,4.3,"6,109",tt6003368,
845,The Circle,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",2 wins & 1 nomination.,PG-13,110 min,"Drama, Sci-Fi, Thriller",43.0,5.3,"76,521",tt4287320,
846,Baahubali 2: The Conclusion,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}]",27 wins & 15 nominations.,Not Rated,167 min,"Action, Drama",,8.2,"69,037",tt4849438,15
847,CHiPS,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",2 wins & 1 nomination.,R,100 min,"Action, Comedy, Crime",28.0,6.0,"39,394",tt0493405,
848,Only the Brave,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",3 nominations.,PG-13,134 min,"Action, Biography, Drama",72.0,7.7,"50,758",tt3829920,3
849,mother!,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",9 wins & 40 nominations.,R,121 min,"Drama, Horror, Mystery",75.0,6.6,"173,398",tt5109784,40
850,Father Figures,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",1 nomination.,R,113 min,"Comedy, Drama",22.0,5.5,"16,237",tt1966359,
851,The Zookeeper’s Wife,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",2 wins & 3 nominations.,PG-13,127 min,"Biography, Drama, History, War",57.0,7.0,"34,490",tt1730768,3
852,Flatliners,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",Nominated for 1 Oscar. Another 2 nominations.,R,115 min,"Drama, Horror, Sci-Fi, Thriller",55.0,6.6,"76,735",tt0099582,2
853,Detroit,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",5 wins & 19 nominations.,R,143 min,"Crime, Drama, History, Thriller",77.0,7.3,"43,157",tt5390504,19
854,The Founder,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",1 win & 4 nominations.,PG-13,115 min,"Biography, Drama, History",66.0,7.2,"106,620",tt4276820,4
855,Battle of the Sexes,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",Nominated for 2 Golden Globes. Another 3 wins & 19 nominations.,PG-13,121 min,"Biography, Comedy, Drama, Sport",73.0,6.7,"46,147",tt4622512,19
856,"Roman J. Israel, Esq.","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",Nominated for 1 Oscar. Another 2 wins & 9 nominations.,PG-13,122 min,"Crime, Drama, Thriller",58.0,6.4,"26,877",tt6000478,9
857,Thank You for Your Service,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",1 win & 1 nomination.,R,109 min,"Biography, Drama, War",68.0,6.5,"10,880",tt2776878,
