,title,ratings,awards,rated,runtime,genere,metascore,imdbRating,imdbVotes,imdbID,nominations
90,Fantastic Mr. Fox,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",Nominated for 2 Oscars. Another 32 wins & 61 nominations.,PG,87 min,"Animation, Adventure, Comedy, Crime, Drama, Family",83.0,7.8,"183,155",tt0432283,61
91,Shorts,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",1 win & 1 nomination.,PG,89 min,"Comedy, Family, Fantasy",53.0,4.7,"6,497",tt1100119,
92,Gamer,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",1 win.,R,95 min,"Action, Sci-Fi, Thriller",27.0,5.8,"126,663",tt1034032,
93,Nine,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",Nominated for 4 Oscars. Another 8 wins & 56 nominations.,PG-13,118 min,"Drama, Musical, Romance",49.0,5.8,"41,318",tt0875034,56
94,Astro Boy,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",4 nominations.,PG,94 min,"Animation, Action, Comedy, Family, Sci-Fi",53.0,6.3,"31,424",tt0375568,4
95,The Invention of Lying,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",1 nomination.,PG-13,100 min,"Comedy, Fantasy, Romance",58.0,6.4,"112,305",tt1058017,
96,Inkheart,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}]",1 win.,PG,106 min,"Adventure, Family, Fantasy",,6.1,"70,852",tt0494238,
97,Toy Story 3,"[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '92/100'}]",Won 2 Oscars. Another 59 wins & 94 nominations.,G,103 min,"Animation, Adventure, Comedy, Family, Fantasy",92.0,8.3,"715,841",tt0435761,94
98,Alice in Wonderland,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",Won 2 Oscars. Another 33 wins & 63 nominations.,PG,108 min,"Adventure, Family, Fantasy",53.0,6.4,"367,385",tt1014759,63
99,Iron Man 2,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",Nominated for 1 Oscar. Another 7 wins & 43 nominations.,PG-13,124 min,"Action, Adventure, Sci-Fi",57.0,7.0,"686,304",tt1228705,43
100,The Twilight Saga: Eclipse,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",22 wins & 34 nominations.,PG-13,124 min,"Action, Drama, Fantasy, Romance",58.0,5.0,"217,548",tt1325004,34
101,Harry Potter and the Deathly Hallows:…,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '87/100'}]",Nominated for 3 Oscars. Another 45 wins & 91 nominations.,PG-13,130 min,"Adventure, Drama, Fantasy, Mystery",87.0,8.1,"718,729",tt1201607,91
102,Inception,"[{'Source': 'Internet Movie Database', 'Value': '8.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",Won 4 Oscars. Another 152 wins & 210 nominations.,PG-13,148 min,"Action, Adventure, Sci-Fi, Thriller",74.0,8.8,"1,914,829",tt1375666,210
103,Despicable Me,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",Nominated for 1 Golden Globe. Another 3 wins & 40 nominations.,PG,95 min,"Animation, Comedy, Family, Fantasy",72.0,7.6,"478,028",tt1323594,40
104,Shrek Forever After,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",1 win & 13 nominations.,PG,93 min,"Animation, Adventure, Comedy, Family, Fantasy, Romance",58.0,6.3,"174,201",tt0892791,13
105,How to Train Your Dragon,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",Nominated for 2 Oscars. Another 25 wins & 60 nominations.,PG,98 min,"Animation, Action, Adventure, Family, Fantasy",74.0,8.1,"630,443",tt0892769,60
106,Tangled,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",Nominated for 1 Oscar. Another 10 wins & 40 nominations.,PG,100 min,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance",71.0,7.7,"381,931",tt0398286,40
107,The Karate Kid,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",Nominated for 1 Oscar. Another 2 wins & 2 nominations.,PG,126 min,"Action, Drama, Family, Sport",60.0,7.2,"163,122",tt0087538,2
108,Tron: Legacy,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",Nominated for 1 Oscar. Another 10 wins & 49 nominations.,PG,125 min,"Action, Adventure, Sci-Fi",49.0,6.8,"302,476",tt1104001,49
109,True Grit,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",Nominated for 10 Oscars. Another 37 wins & 159 nominations.,PG-13,110 min,"Drama, Western",80.0,7.6,"293,533",tt1403865,159
110,Clash of the Titans,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",4 wins & 14 nominations.,PG-13,106 min,"Action, Adventure, Fantasy",39.0,5.8,"262,484",tt0800320,14
111,Grown Ups,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",3 wins & 4 nominations.,PG-13,102 min,Comedy,30.0,5.9,"217,217",tt1375670,4
112,Little Fockers,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",3 wins & 5 nominations.,PG-13,98 min,"Comedy, Romance",27.0,5.5,"101,812",tt0970866,5
113,Megamind,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",2 wins & 16 nominations.,PG,95 min,"Animation, Action, Comedy, Family, Sci-Fi",63.0,7.2,"215,465",tt1001526,16
114,The King’s Speech,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",Won 4 Oscars. Another 106 wins & 204 nominations.,R,118 min,"Biography, Drama, History",88.0,8.0,"612,388",tt1504320,204
115,The Last Airbender,"[{'Source': 'Internet Movie Database', 'Value': '4.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '5%'}, {'Source': 'Metacritic', 'Value': '20/100'}]",8 wins & 12 nominations.,PG,103 min,"Action, Adventure, Family, Fantasy",20.0,4.1,"141,088",tt0938283,12
116,Shutter Island,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",11 wins & 65 nominations.,R,138 min,"Mystery, Thriller",63.0,8.1,"1,052,732",tt1130884,65
117,The Other Guys,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",3 wins & 15 nominations.,PG-13,107 min,"Action, Comedy, Crime",64.0,6.6,"229,224",tt1386588,15
118,Salt,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",Nominated for 1 Oscar. Another 4 wins & 15 nominations.,PG-13,100 min,"Action, Mystery, Thriller",65.0,6.4,"283,071",tt0944835,15
119,Jackass 3D,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",1 win & 4 nominations.,R,94 min,"Documentary, Action, Comedy",56.0,7.0,"54,626",tt1116184,4
120,Valentine's Day,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",7 wins & 12 nominations.,PG-13,125 min,"Comedy, Romance",34.0,5.7,"109,133",tt0817230,12
121,Robin Hood,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",1 win & 14 nominations.,PG-13,140 min,"Action, Drama, History, Romance",53.0,6.6,"245,047",tt0955308,14
122,The Chronicles of Narnia: The Voyage …,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",Nominated for 1 Golden Globe. Another 2 wins & 17 nominations.,PG,113 min,"Adventure, Family, Fantasy",53.0,6.3,"134,246",tt0980970,17
123,The Expendables,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '42%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",3 wins & 5 nominations.,R,103 min,"Action, Adventure, Thriller",45.0,6.5,"315,120",tt1320253,5
124,Due Date,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",7 nominations.,R,95 min,"Comedy, Drama",51.0,6.5,"310,918",tt1231583,7
125,Yogi Bear,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",2 wins & 2 nominations.,PG,80 min,"Animation, Adventure, Comedy, Family",35.0,4.6,"19,507",tt1302067,2
126,Date Night,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",4 wins & 8 nominations.,PG-13,88 min,"Comedy, Crime, Romance, Thriller",56.0,6.3,"147,670",tt1279935,8
127,The Social Network,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '96%'}, {'Source': 'Metacritic', 'Value': '95/100'}]",Won 3 Oscars. Another 169 wins & 179 nominations.,PG-13,120 min,"Biography, Drama",95.0,7.7,"587,466",tt1285016,179
128,Sex and the City 2,"[{'Source': 'Internet Movie Database', 'Value': '4.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",8 wins & 9 nominations.,R,146 min,"Comedy, Drama, Romance",27.0,4.5,"71,008",tt1261945,9
129,The Book of Eli,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",3 wins & 16 nominations.,R,118 min,"Action, Adventure, Drama, Thriller",53.0,6.9,"280,547",tt1037705,16
130,The Town,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",Nominated for 1 Oscar. Another 9 wins & 45 nominations.,R,125 min,"Crime, Drama, Thriller",74.0,7.5,"332,984",tt0840361,45
131,Red,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",Nominated for 1 Golden Globe. Another 4 wins & 18 nominations.,PG-13,111 min,"Action, Comedy, Crime, Thriller",60.0,7.0,"276,981",tt1245526,18
132,Percy Jackson & the Olympians: The Li…,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",,,,Adventure,,7.0,25,tt7062794,
133,Unstoppable,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",Nominated for 1 Oscar. Another 1 win & 13 nominations.,PG-13,98 min,"Action, Thriller",69.0,6.8,"177,640",tt0477080,13
134,Eat Pray Love,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",2 wins & 2 nominations.,PG-13,133 min,"Drama, Romance",50.0,5.8,"81,783",tt0879870,2
135,Dear John,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",4 wins & 8 nominations.,PG-13,108 min,"Drama, Romance, War",43.0,6.3,"132,663",tt0989757,8
136,The A-Team,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",2 wins & 4 nominations.,PG-13,117 min,"Action, Adventure, Thriller",47.0,6.7,"239,339",tt0429493,4
137,Knight and Day,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",3 nominations.,PG-13,109 min,"Action, Adventure, Comedy",46.0,6.3,"173,244",tt1013743,3
138,Dinner for Schmucks,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",1 nomination.,PG-13,114 min,Comedy,56.0,5.9,"94,344",tt0427152,
139,The Tourist,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",Nominated for 3 Golden Globes. Another 4 wins & 1 nomination.,PG-13,103 min,"Action, Adventure, Crime, Mystery, Romance, Thriller",37.0,6.0,"212,851",tt1243957,
140,The Bounty Hunter,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '22/100'}]",4 wins & 5 nominations.,PG-13,110 min,"Action, Comedy, Romance",22.0,5.6,"115,998",tt1038919,5
141,Diary of a Wimpy Kid,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '53%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",5 wins & 9 nominations.,PG,94 min,"Comedy, Drama, Family",56.0,6.2,"39,950",tt1196141,9
142,The Sorcerer's Apprentice,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",1 win & 1 nomination.,PG,109 min,"Action, Adventure, Family, Fantasy",46.0,6.1,"147,494",tt0963966,
143,A Nightmare on Elm Street,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",3 wins & 5 nominations.,R,91 min,Horror,76.0,7.5,"193,752",tt0087800,5
144,The Last Song,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",4 wins & 10 nominations.,PG,107 min,"Drama, Music, Romance",33.0,6.0,"77,366",tt1294226,10
145,The Wolfman,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",Won 1 Oscar. Another 3 wins & 8 nominations.,R,103 min,"Drama, Fantasy, Horror, Thriller",43.0,5.8,"99,882",tt0780653,8
146,Get Him to the Greek,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",14 nominations.,R,109 min,"Comedy, Music",65.0,6.4,"164,104",tt1226229,14
147,Resident Evil: Afterlife,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",2 wins & 8 nominations.,R,96 min,"Action, Adventure, Horror, Sci-Fi",37.0,5.8,"156,635",tt1220634,8
148,Why Did I Get Married Too?,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",1 win & 5 nominations.,PG-13,121 min,"Comedy, Drama, Romance",43.0,4.6,"8,815",tt1391137,5
149,Tooth Fairy,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",1 win & 4 nominations.,PG,101 min,"Comedy, Family, Fantasy, Sport",36.0,5.0,"39,646",tt0808510,4
150,Secretariat,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",3 wins & 6 nominations.,PG,123 min,"Biography, Drama, Family, History, Sport",61.0,7.2,"25,101",tt1028576,6
151,Takers,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",2 wins & 6 nominations.,PG-13,107 min,"Action, Crime, Thriller",45.0,6.2,"55,131",tt1135084,6
152,Legend of the Guardians: The Owls of …,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",4 wins & 23 nominations.,PG,97 min,"Animation, Action, Adventure, Family, Fantasy, Mystery, Thriller, War",53.0,6.9,"75,164",tt1219342,23
153,Life as We Know It,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",2 nominations.,PG-13,114 min,"Comedy, Drama, Romance",39.0,6.5,"115,987",tt1055292,2
154,Letters to Juliet,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",6 nominations.,PG,105 min,"Adventure, Comedy, Drama, Romance",50.0,6.5,"88,124",tt0892318,6
155,Predators,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",2 wins & 4 nominations.,R,107 min,"Action, Adventure, Sci-Fi, Thriller",51.0,6.4,"204,686",tt1424381,4
156,Hot Tub Time Machine,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",5 nominations.,R,101 min,"Comedy, Sci-Fi",63.0,6.4,"156,889",tt1231587,5
157,Kick-Ass,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",19 wins & 61 nominations.,R,117 min,"Action, Adventure, Comedy, Crime",66.0,7.6,"509,585",tt1250777,61
158,Killers,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",2 wins & 3 nominations.,PG-13,100 min,"Action, Comedy, Romance, Thriller",21.0,5.4,"83,982",tt1103153,3
159,Cop Out,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",1 nomination.,R,107 min,"Action, Comedy, Crime, Thriller",31.0,5.6,"83,035",tt1385867,
160,Cats & Dogs: The Revenge of Kitty Galore,"[{'Source': 'Internet Movie Database', 'Value': '2.8/10'}, {'Source': 'Metacritic', 'Value': '32/100'}]",Nominated for 1 Golden Globe. Another 3 wins & 10 nominations.,PG,110 min,"Comedy, Drama, Family, Fantasy, Musical",32.0,2.8,"26,345",tt5697572,10
161,Edge of Darkness,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",1 nomination.,R,117 min,"Crime, Drama, Mystery, Thriller",55.0,6.6,"86,520",tt1226273,
162,Gulliver's Travels,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",3 nominations.,PG,85 min,"Adventure, Comedy, Family, Fantasy",33.0,4.9,"63,072",tt1320261,3
163,Death at a Funeral,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Metacritic', 'Value': '67/100'}]",3 wins & 2 nominations.,R,90 min,Comedy,67.0,7.4,"104,840",tt0795368,2
164,Step Up 3D,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",2 nominations.,PG-13,107 min,"Drama, Music, Romance",45.0,6.2,"54,059",tt1193631,2
